2026-01-21 21:12:40 | INFO | __main__ | node-1 | Node starting
2026-01-21 21:12:40 | INFO | __main__ | node-1 | Config loaded: host=127.0.0.1 port=9000
2026-01-21 21:30:23 | INFO | __main__ | node-1 | Node starting
2026-01-21 21:30:23 | INFO | __main__ | node-1 | Config loaded: host=127.0.0.1 port=9000
2026-01-21 21:30:45 | INFO | __main__ | node-1 | Node starting
2026-01-21 21:30:45 | INFO | __main__ | node-1 | Config loaded: host=127.0.0.1 port=9000
2026-01-21 22:17:40 | INFO | __main__ | node-1 | Node starting
2026-01-21 22:22:23 | INFO | __main__ | node-1 | Node shutting down
2026-01-21 22:22:24 | INFO | __main__ | node-1 | Node starting
2026-01-21 22:22:26 | INFO | protocol.handlers | client-test | Received PING with payload={'timestamp': 1769030546935}
